Domain,country,Element,Item,year,Source,co2_emissions
"Emissions totals","Mexico","Emissions (CO2)","Food Transport","2018","FAO TIER 1","16186.906"
"Emissions totals","Mexico","Emissions (CO2)","Food Transport","2019","FAO TIER 1","16487.7516"
"Emissions totals","Mexico","Emissions (CO2)","Food Transport","2020","FAO TIER 1","11645.3981"
"Emissions totals","Mexico","Emissions (CO2)","Food Transport","2021","FAO TIER 1","11541.0942"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","1990","FAO TIER 1","20276.119"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","1991","FAO TIER 1","20358.455"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","1992","FAO TIER 1","21043.137"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","1993","FAO TIER 1","20677.718"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","1994","FAO TIER 1","22900.092"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","1995","FAO TIER 1","20133.453"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","1996","FAO TIER 1","21633.412"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","1997","FAO TIER 1","21585.542"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","1998","FAO TIER 1","22182.729"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","1999","FAO TIER 1","22209.852"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2000","FAO TIER 1","22843.23"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2001","FAO TIER 1","21263.81"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2002","FAO TIER 1","21545.566"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2003","FAO TIER 1","21895.615"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2004","FAO TIER 1","23040.769"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2005","FAO TIER 1","24082.632"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2006","FAO TIER 1","25416.912"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2007","FAO TIER 1","26420.605"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2008","FAO TIER 1","26320.967"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2009","FAO TIER 1","25701.5"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2010","FAO TIER 1","25230.663"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2011","FAO TIER 1","25765.055"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2012","FAO TIER 1","26599.909"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2013","FAO TIER 1","25534.841"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2014","FAO TIER 1","26311.751"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2015","FAO TIER 1","26590.237"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2016","FAO TIER 1","27761.209"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2017","FAO TIER 1","28655.109"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2018","FAO TIER 1","28080.816"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2019","FAO TIER 1","26421.295"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2020","FAO TIER 1","27328.577"
"Emissions totals","Mexico","Emissions (CO2)","IPPU","2021","FAO TIER 1","29404.849"
"Emissions totals","Mexico","Emissions (CO2)","Waste","1990","FAO TIER 1","25.8"
"Emissions totals","Mexico","Emissions (CO2)","Waste","1991","FAO TIER 1","26.8"
"Emissions totals","Mexico","Emissions (CO2)","Waste","1992","FAO TIER 1","27.8"
"Emissions totals","Mexico","Emissions (CO2)","Waste","1993","FAO TIER 1","28.9"
"Emissions totals","Mexico","Emissions (CO2)","Waste","1994","FAO TIER 1","30.1"
"Emissions totals","Mexico","Emissions (CO2)","Waste","1995","FAO TIER 1","31.1"
"Emissions totals","Mexico","Emissions (CO2)","Waste","1996","FAO TIER 1","32.1"
"Emissions totals","Mexico","Emissions (CO2)","Waste","1997","FAO TIER 1","33.3"
"Emissions totals","Mexico","Emissions (CO2)","Waste","1998","FAO TIER 1","34.8"
"Emissions totals","Mexico","Emissions (CO2)","Waste","1999","FAO TIER 1","35.5"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2000","FAO TIER 1","36.4"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2001","FAO TIER 1","38.4"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2002","FAO TIER 1","46.9"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2003","FAO TIER 1","62.9"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2004","FAO TIER 1","64.2"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2005","FAO TIER 1","80.2"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2006","FAO TIER 1","81.3"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2007","FAO TIER 1","81.5"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2008","FAO TIER 1","139"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2009","FAO TIER 1","150"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2010","FAO TIER 1","169"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2011","FAO TIER 1","173"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2012","FAO TIER 1","175"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2013","FAO TIER 1","432"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2014","FAO TIER 1","440"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2015","FAO TIER 1","447"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2016","FAO TIER 1","455"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2017","FAO TIER 1","462"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2018","FAO TIER 1","470"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2019","FAO TIER 1","508"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2020","FAO TIER 1","575"
"Emissions totals","Mexico","Emissions (CO2)","Waste","2021","FAO TIER 1","583.7911"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","1990","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","1991","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","1992","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","1993","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","1994","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","1995","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","1996","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","1997","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","1998","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","1999","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2000","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2001","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2002","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2003","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2004","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2005","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2006","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2007","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2008","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2009","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2010","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2011","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2012","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2013","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2014","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2015","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2016","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2017","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2018","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2019","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2020","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Drained organic soils (CO2)","2021","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","1990","FAO TIER 1","12.7081"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","1991","FAO TIER 1","12.7081"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","1992","FAO TIER 1","15.8944"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","1993","FAO TIER 1","15.8944"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","1994","FAO TIER 1","15.8944"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","1995","FAO TIER 1","15.8944"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","1996","FAO TIER 1","15.8944"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","1997","FAO TIER 1","15.8944"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","1998","FAO TIER 1","15.8944"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","1999","FAO TIER 1","19.0807"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2000","FAO TIER 1","19.0807"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2001","FAO TIER 1","19.0807"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2002","FAO TIER 1","28.6396"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2003","FAO TIER 1","28.6396"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2004","FAO TIER 1","31.8259"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2005","FAO TIER 1","31.8259"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2006","FAO TIER 1","35.0122"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2007","FAO TIER 1","15.8944"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2008","FAO TIER 1","31.7888"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2009","FAO TIER 1","19.0436"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2010","FAO TIER 1","31.7888"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2011","FAO TIER 1","18.9116"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2012","FAO TIER 1","19.002"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2013","FAO TIER 1","20.2665"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2014","FAO TIER 1","21.5727"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2015","FAO TIER 1","20.2665"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2016","FAO TIER 1","15.3403"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2017","FAO TIER 1","15.9028"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2018","FAO TIER 1","15.8969"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2019","FAO TIER 1","16.2764"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2020","FAO TIER 1","16.6142"
"Emissions totals","Nigeria","Emissions (CO2)","On-farm energy use","2021","FAO TIER 1","1829.5926"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","1990","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","1991","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","1992","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","1993","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","1994","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","1995","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","1996","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","1997","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","1998","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","1999","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2000","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2001","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2002","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2003","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2004","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2005","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2006","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2007","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2008","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2009","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2010","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2011","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2012","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2013","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2014","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2015","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2016","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2017","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2018","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2019","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2020","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Forestland","2021","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","1990","FAO TIER 1","45992.6758"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","1991","FAO TIER 1","45992.6758"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","1992","FAO TIER 1","45992.6758"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","1993","FAO TIER 1","45992.6758"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","1994","FAO TIER 1","45992.6758"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","1995","FAO TIER 1","45992.6758"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","1996","FAO TIER 1","45992.6758"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","1997","FAO TIER 1","45992.6758"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","1998","FAO TIER 1","45992.6758"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","1999","FAO TIER 1","45992.6758"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2000","FAO TIER 1","45992.6758"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2001","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2002","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2003","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2004","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2005","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2006","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2007","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2008","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2009","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2010","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2011","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2012","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2013","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2014","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2015","FAO TIER 1","45992.9575"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2016","FAO TIER 1","45991.2677"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2017","FAO TIER 1","45991.2677"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2018","FAO TIER 1","45991.2677"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2019","FAO TIER 1","45991.2677"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2020","FAO TIER 1","45991.2677"
"Emissions totals","Nigeria","Emissions (CO2)","Net Forest conversion","2021","FAO TIER 1","45991.2677"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","1990","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","1991","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","1992","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","1993","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","1994","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","1995","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","1996","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","1997","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","1998","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","1999","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2000","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2001","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2002","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2003","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2004","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2005","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2006","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2007","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2008","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2009","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2010","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2011","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2012","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2013","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2014","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2015","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2016","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2017","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2018","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2019","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2020","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fires in organic soils","2021","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","1990","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","1991","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","1992","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","1993","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","1994","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","1995","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","1996","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","1997","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","1998","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","1999","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2000","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2001","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2002","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2003","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2004","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2005","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2006","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2007","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2008","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2009","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2010","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2011","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2012","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2013","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2014","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2015","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2016","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2017","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2018","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2019","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2020","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Agrifood Systems Waste Disposal","2021","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","1990","FAO TIER 1","48.0081"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","1991","FAO TIER 1","47.8467"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","1992","FAO TIER 1","46.9481"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","1993","FAO TIER 1","45.9117"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","1994","FAO TIER 1","46.5583"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","1995","FAO TIER 1","46.3019"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","1996","FAO TIER 1","46.7803"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","1997","FAO TIER 1","47.5078"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","1998","FAO TIER 1","47.963"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","1999","FAO TIER 1","48.7765"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2000","FAO TIER 1","48.6462"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2001","FAO TIER 1","48.9071"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2002","FAO TIER 1","49.3835"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2003","FAO TIER 1","50.1224"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2004","FAO TIER 1","48.5622"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2005","FAO TIER 1","48.3223"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2006","FAO TIER 1","49.9766"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2007","FAO TIER 1","48.0928"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2008","FAO TIER 1","48.3957"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2009","FAO TIER 1","50.4981"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2010","FAO TIER 1","48.2749"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2011","FAO TIER 1","100.2622"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2012","FAO TIER 1","250.8459"
