country,year,iso_code,population,gdp,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,gdp_per_capita,cluster
Russia,2011,RUS,143364544.0,3306765942784.0,0.175,1685.91,53.126,3.254,1782.149,-229.217,-11.396,12.431,0.539,0.221,11.76,0.51,0.209,430.352,3.002,1424.695,9.938,0.431,1432.08,100954.852,204219.922,41621.746,1005.126,27163.078,106994.586,29341.031,391.787,56363.645,2.444,51.561,0.36,817.72,5.704,16.325,11.73,96.24,0.671,569.13,3.97,63.23,0.441,346.176,2.415,0.104,14.972,8080.548,1.863,4.896,4.494,2.921,4.81,7.329,9.62,6.335,6.684,14.854,14.266,6.035,5.846,14.342,12.831,1.844,3.05,5.443,6.833,0.018,0.072,0.094,0.004,1681.7,2340.37,23065.43759371913,0
Russia,2012,RUS,143629360.0,3439833120768.0,0.183,1701.268,15.359,0.911,2039.685,257.536,14.451,14.201,0.593,0.251,11.845,0.495,0.209,445.326,3.101,1471.37,10.244,0.428,1458.411,102656.117,206259.625,42067.07,1058.054,27970.15,107333.008,29694.82,407.607,56592.629,2.363,52.928,0.369,807.072,5.619,16.129,11.555,338.417,2.356,563.78,3.925,62.86,0.438,353.791,2.463,0.11,15.82,8128.363,1.902,4.87,5.064,2.989,4.681,7.268,9.535,6.261,6.864,14.77,14.21,5.967,5.841,14.027,12.412,6.331,3.077,5.717,6.778,0.018,0.073,0.095,0.004,1659.67,2316.61,23949.37303047232,0
Russia,2013,RUS,143956864.0,3500216680448.0,0.19,1640.437,-60.831,-3.576,1859.798,-179.887,-8.819,12.919,0.531,0.232,11.395,0.469,0.204,408.194,2.836,1432.593,9.952,0.409,1485.693,104296.555,208119.422,42475.266,1106.882,28752.998,107552.367,30051.861,423.852,55798.141,2.295,48.828,0.339,782.85,5.438,15.84,11.243,219.361,1.524,563.78,3.916,60.68,0.422,357.04,2.48,0.113,16.245,8032.525,1.891,4.656,4.639,2.723,4.557,7.204,9.446,6.184,7.005,14.677,14.148,5.901,5.827,12.665,11.977,4.515,3.082,5.515,6.724,0.018,0.074,0.095,0.004,1618.57,2280.31,24314.34377764717,0
Russia,2014,RUS,144285072.0,3525987794944.0,0.183,1639.959,-0.478,-0.029,1736.803,-122.995,-6.613,12.037,0.493,0.216,11.366,0.465,0.204,397.222,2.753,1395.25,9.67,0.396,1512.146,105936.508,209856.219,42872.488,1145.348,29528.338,107649.211,30437.65,440.542,55846.121,2.285,38.466,0.267,775.338,5.374,15.698,11.139,96.844,0.671,566.14,3.924,64.92,0.45,385.79,2.674,0.116,16.69,8057.762,1.764,4.624,4.269,2.647,4.435,7.143,9.352,6.108,7.076,14.578,14.064,5.844,5.813,9.939,11.665,1.857,3.32,5.465,6.672,0.018,0.075,0.096,0.004,1607.17,2264.92,24437.64795670615,0
Russia,2015,RUS,144668384.0,3456429719552.0,0.16,1638.675,-1.284,-0.078,2040.582,303.779,17.491,14.105,0.59,0.257,11.327,0.474,0.207,417.405,2.885,1322.601,9.142,0.383,1535.318,107575.18,211896.797,43289.891,1178.37,30267.844,108051.117,30846.322,457.439,54818.855,2.294,33.023,0.228,739.506,5.112,15.547,10.973,401.906,2.778,570.04,3.94,62.57,0.433,408.673,2.825,0.117,16.897,7930.555,1.604,4.621,4.966,2.847,4.32,7.084,9.273,6.042,7.111,14.459,14.014,5.79,5.803,8.593,10.902,7.138,3.438,5.565,6.632,0.018,0.075,0.097,0.004,1587.48,2249.22,23892.08771110625,0
Russia,2016,RUS,145109152.0,3463124090880.0,0.141,1634.885,-3.79,-0.231,2051.961,11.38,0.558,14.141,0.593,0.254,11.267,0.472,0.202,405.877,2.797,1364.734,9.405,0.394,1555.75,109210.07,213948.766,43695.766,1214.589,31020.85,108468.195,31249.918,473.197,55724.008,2.335,36.218,0.25,753.005,5.189,15.483,11.838,417.076,2.874,586.62,4.043,67.2,0.463,403.595,2.781,0.109,15.758,8086.063,1.378,4.611,5.122,2.833,4.202,7.027,9.202,5.979,7.167,14.341,13.985,5.737,5.783,9.678,10.804,9.069,3.361,5.244,6.598,0.018,0.076,0.098,0.004,1717.74,2246.73,23865.64901764432,0
Russia,2017,RUS,145452544.0,3526353747968.0,0.141,1666.121,31.236,1.911,2099.36,47.399,2.31,14.433,0.595,0.258,11.455,0.472,0.205,389.27,2.676,1400.29,9.627,0.397,1576.262,110876.188,216048.125,44085.039,1256.515,31801.512,108901.43,31667.408,489.456,55933.996,2.307,41.926,0.288,780.664,5.367,15.691,12.033,433.239,2.979,597.32,4.107,66.35,0.456,417.49,2.87,0.112,16.259,8135.742,1.363,4.625,5.172,2.687,4.091,6.973,9.133,5.915,7.249,14.233,13.958,5.686,5.768,10.82,10.962,9.49,3.417,5.369,6.568,0.019,0.077,0.099,0.004,1750.27,2282.28,24244.015614934862,0
Russia,2018,RUS,145652288.0,3625347448832.0,0.138,1712.494,46.373,2.783,2158.138,58.778,2.8,14.817,0.595,0.256,11.757,0.472,0.203,401.062,2.754,1362.673,9.356,0.376,1596.353,112588.688,218206.25,44486.098,1305.953,32630.371,109347.078,32062.854,507.056,57892.727,2.326,49.438,0.339,828.859,5.691,16.282,12.655,445.644,3.06,621.42,4.266,68.62,0.471,395.445,2.715,0.121,17.601,8432.208,1.283,4.658,5.257,2.724,3.981,6.921,9.066,5.853,7.361,14.13,13.939,5.633,5.769,12.138,11.054,10.4,3.224,5.806,6.542,0.019,0.078,0.101,0.004,1843.24,2371.54,24890.42567482359,0
Russia,2019,RUS,145742288.0,3705035816960.0,0.139,1705.031,-7.463,-0.436,1979.891,-178.247,-8.259,13.585,0.534,0.237,11.699,0.46,0.204,395.101,2.711,1388.432,9.527,0.375,1616.659,114293.719,220186.141,44881.199,1368.607,33437.758,109621.938,32465.676,523.814,57430.348,2.259,62.655,0.43,807.388,5.54,16.599,12.968,274.86,1.886,623.8,4.28,70.42,0.483,402.824,2.764,0.115,16.758,8370.03,1.257,4.603,4.755,2.691,3.876,6.869,8.993,5.793,7.53,14.017,13.892,5.582,5.76,14.389,10.594,5.978,3.254,5.491,6.513,0.019,0.079,0.102,0.004,1889.93,2419.13,25421.83101283548,0
Russia,2020,RUS,145617328.0,3606716612608.0,0.141,1632.929,-72.102,-4.229,1906.015,-73.876,-3.731,13.089,0.528,0.236,11.214,0.453,0.202,367.669,2.525,1364.417,9.37,0.378,1637.24,115926.648,222092.172,45248.867,1427.722,34222.051,109895.023,32850.617,540.149,55480.828,2.24,59.115,0.406,784.291,5.386,16.011,12.361,273.085,1.875,618.82,4.25,70.97,0.487,384.939,2.643,0.112,16.335,8078.97,1.26,4.664,4.85,2.584,3.777,6.824,8.928,5.735,7.686,13.906,13.852,5.544,5.753,14.834,10.381,6.358,3.532,5.536,6.486,0.02,0.079,0.103,0.004,1799.98,2331.48,24768.45758773983,0
United Kingdom,1990,GBR,57210444.0,1505692221440.0,0.128,601.945,20.369,3.502,605.843,18.798,3.202,10.59,0.402,0.242,10.522,0.4,0.24,252.69,4.417,669.606,11.704,0.445,360.712,62711.238,62058.359,52783.836,118.535,1775.648,2937.198,7668.651,3.856,43845.023,1.666,6.787,0.119,113.518,1.984,13.101,13.31,3.898,0.068,111.25,1.945,59.04,1.032,217.8,3.807,0.067,3.856,2508.393,1.478,2.646,2.17,2.904,2.945,7.763,4.313,12.066,1.45,2.244,0.462,2.851,0.208,2.622,2.964,0.075,2.356,1.729,3.612,0.006,0.028,0.035,0.001,761.46,749.51,26318.48516050671,0
United Kingdom,1991,GBR,57359452.0,1488075358208.0,0.105,609.413,7.468,1.241,611.95,6.106,1.008,10.669,0.411,0.239,10.624,0.41,0.238,253.623,4.422,676.764,11.799,0.455,366.706,63320.652,62670.312,53037.461,124.796,1897.341,2939.735,7887.042,7.308,44652.039,1.721,6.26,0.109,121.693,2.122,13.221,13.43,2.537,0.044,111.74,1.948,58.14,1.014,218.39,3.807,0.06,3.452,2561.217,1.181,2.623,2.172,2.944,2.875,7.619,4.272,11.89,1.477,2.285,0.459,2.83,0.354,2.285,3.113,0.051,2.249,1.601,3.576,0.006,0.028,0.035,0.001,770.32,758.37,25942.984221815786,0
United Kingdom,1992,GBR,57509240.0,1491752058880.0,0.095,593.846,-15.567,-2.554,584.43,-27.52,-4.497,10.162,0.392,0.23,10.326,0.398,0.233,237.747,4.134,692.668,12.044,0.464,372.163,63914.5,63254.742,53275.207,131.24,2019.637,2930.319,8105.488,10.764,44259.449,1.706,6.444,0.112,122.296,2.127,12.878,13.085,-9.416,-0.164,112.05,1.948,52.91,0.92,218.447,3.798,0.06,3.456,2545.327,1.032,2.631,2.103,2.827,2.802,7.487,4.232,11.722,1.51,2.321,0.454,2.815,0.472,2.663,3.088,-0.18,2.372,1.599,3.543,0.006,0.028,0.036,0.001,752.53,740.58,25939.345727399632,0
United Kingdom,1993,GBR,57647464.0,1527509024768.0,0.096,579.613,-14.233,-2.397,571.504,-12.926,-2.212,9.914,0.374,0.222,10.054,0.379,0.225,207.686,3.603,657.332,11.403,0.43,377.688,64494.113,63826.246,53482.895,137.875,2157.228,2922.21,8324.651,13.776,44663.285,1.686,6.636,0.115,137.591,2.387,12.53,12.737,-8.109,-0.141,113.49,1.969,48.89,0.848,219.163,3.802,0.052,3.012,2574.725,1.002,2.542,2.046,2.44,2.73,7.358,4.192,11.551,1.545,2.369,0.449,2.802,0.551,2.834,3.383,-0.158,2.377,1.394,3.509,0.006,0.029,0.036,0.001,734.26,722.31,26497.419292685623,0
United Kingdom,1994,GBR,57785900.0,1585373249536.0,0.11,574.017,-5.596,-0.965,570.041,-1.463,-0.256,9.865,0.36,0.224,9.934,0.362,0.226,195.376,3.381,649.76,11.244,0.41,384.056,65068.125,64396.289,53678.27,145.301,2302.683,2918.234,8540.388,17.432,44021.512,1.605,7.426,0.129,145.455,2.517,12.458,12.665,-3.976,-0.069,115.63,2.001,49.47,0.856,215.736,3.733,0.063,3.656,2543.823,1.082,2.492,1.979,2.283,2.663,7.234,4.15,11.383,1.572,2.419,0.444,2.787,0.642,2.359,3.546,-0.069,2.331,1.69,3.474,0.006,0.029,0.036,0.001,731.86,719.91,27435.295626372525,0
United Kingdom,1995,GBR,57930364.0,1623858085888.0,0.108,566.159,-7.858,-1.369,573.416,3.376,0.592,9.898,0.353,0.225,9.773,0.349,0.222,181.699,3.137,644.332,11.123,0.397,390.34,65634.289,64969.703,53859.969,153.642,2456.937,2925.492,8751.982,21.417,44062.301,1.572,8.341,0.144,154.254,2.663,12.294,12.5,7.257,0.125,116.51,2.011,47.77,0.825,211.595,3.653,0.069,3.985,2552.545,1.01,2.407,1.966,2.064,2.595,7.111,4.11,11.212,1.606,2.472,0.442,2.772,0.729,2.555,3.664,0.129,2.266,1.782,3.44,0.006,0.029,0.036,0.001,724.11,712.17,28031.20805331035,0
United Kingdom,1996,GBR,58078584.0,1663446679552.0,0.11,586.761,20.602,3.639,600.16,26.744,4.664,10.334,0.361,0.224,10.103,0.353,0.219,173.072,2.98,672.856,11.585,0.404,396.757,66221.047,65569.867,54033.039,162.349,2634.479,2938.892,8968.875,25.548,46080.582,1.609,8.707,0.15,177.543,3.057,12.638,12.842,13.4,0.231,117.55,2.024,48.63,0.837,216.892,3.734,0.071,4.131,2676.295,1.01,2.42,1.984,1.918,2.53,6.991,4.07,11.041,1.637,2.538,0.44,2.757,0.808,2.484,4.038,0.223,2.254,1.861,3.407,0.006,0.029,0.037,0.001,745.84,733.99,28641.309153680468,0
United Kingdom,1997,GBR,58250192.0,1713864572928.0,0.115,562.708,-24.053,-4.099,568.993,-31.168,-5.193,9.768,0.332,0.216,9.66,0.328,0.214,154.729,2.656,672.131,11.539,0.392,403.467,66783.758,66138.859,54187.766,169.56,2817.366,2945.176,9176.619,28.976,45150.043,1.535,7.211,0.124,182.887,3.14,12.258,12.456,6.285,0.108,116.73,2.004,47.97,0.824,207.743,3.566,0.059,3.428,2629.999,1.015,2.307,1.785,1.723,2.469,6.873,4.026,10.873,1.651,2.604,0.436,2.738,0.856,2.043,4.144,0.084,2.127,1.532,3.372,0.006,0.03,0.037,0.001,725.57,714.02,29422.470795083387,0
United Kingdom,1998,GBR,58438320.0,1766619873280.0,0.117,568.544,5.836,1.037,563.562,-5.431,-0.954,9.644,0.319,0.213,9.729,0.322,0.214,154.088,2.637,695.997,11.91,0.394,410.306,67352.297,66702.414,54341.855,177.008,3008.727,2940.195,9381.552,32.85,45374.645,1.501,7.448,0.127,191.361,3.275,12.182,12.379,-4.981,-0.085,116.0,1.985,47.73,0.817,204.934,3.507,0.066,3.874,2651.618,1.039,2.337,1.848,1.764,2.414,6.762,3.986,10.716,1.669,2.67,0.431,2.719,0.911,2.212,4.266,-0.081,2.071,1.756,3.34,0.006,0.03,0.037,0.001,723.42,711.87,30230.504115792515,0
United Kingdom,1999,GBR,58635204.0,1823341936640.0,0.111,561.65,-6.894,-1.213,556.0,-7.562,-1.342,9.482,0.305,0.211,9.579,0.308,0.213,138.313,2.359,682.163,11.634,0.374,416.836,67913.945,67258.414,54480.168,183.179,3213.959,2934.545,9583.216,36.591,45010.832,1.447,6.171,0.105,205.231,3.5,11.737,11.933,-5.65,-0.096,113.76,1.94,37.96,0.647,201.663,3.439,0.064,3.74,2639.219,0.946,2.262,1.803,1.561,2.356,6.653,3.947,10.559,1.675,2.741,0.427,2.698,0.957,1.869,4.466,-0.094,1.99,1.706,3.307,0.006,0.03,0.037,0.001,699.68,688.18,31096.368943135254,0
United Kingdom,2000,GBR,58850044.0,1889565278208.0,0.108,569.034,7.384,1.315,569.675,13.675,2.46,9.68,0.301,0.214,9.669,0.301,0.214,144.443,2.454,744.108,12.644,0.394,423.168,68482.984,67828.094,54624.613,189.625,3424.09,2935.187,9781.454,40.034,45269.57,1.41,6.446,0.11,210.131,3.571,11.731,11.925,0.642,0.011,109.9,1.867,36.94,0.628,198.238,3.369,0.059,3.444,2664.116,0.878,2.231,1.845,1.569,2.299,6.545,3.909,10.401,1.68,2.806,0.423,2.677,0.991,1.856,4.442,0.012,1.929,1.592,3.273,0.006,0.03,0.037,0.001,701.79,690.36,32108.137050976547,0
United Kingdom,2001,GBR,59092016.0,1939268304896.0,0.099,577.971,8.937,1.571,577.789,8.114,1.424,9.778,0.298,0.215,9.781,0.298,0.215,153.534,2.598,726.545,12.295,0.375,429.012,69060.953,68405.883,54778.148,196.118,3634.25,2935.005,9980.104,43.323,45552.789,1.388,6.493,0.11,210.16,3.556,11.827,12.047,-0.182,-0.003,104.86,1.775,35.54,0.601,198.651,3.362,0.056,3.289,2691.806,0.775,2.251,1.881,1.658,2.239,6.442,3.874,10.25,1.688,2.867,0.42,2.656,1.019,1.933,4.419,-0.004,1.918,1.542,3.239,0.006,0.031,0.038,0.002,711.88,698.9,32817.77194563814,0
United Kingdom,2002,GBR,59355688.0,1983994265600.0,0.101,560.273,-17.697,-3.062,562.007,-15.782,-2.732,9.468,0.283,0.214,9.439,0.282,0.213,141.691,2.387,735.42,12.39,0.371,435.0,69621.227,68967.891,54919.836,202.296,3841.28,2936.739,10176.234,46.578,44323.301,1.326,6.179,0.104,207.03,3.488,11.468,11.686,1.733,0.029,102.72,1.731,33.51,0.565,196.13,3.304,0.055,3.254,2630.84,0.766,2.135,1.777,1.463,2.181,6.339,3.837,10.093,1.694,2.917,0.417,2.636,1.042,1.903,4.221,0.032,1.897,1.505,3.204,0.005,0.031,0.038,0.002,693.65,680.71,33425.512068868615,0
United Kingdom,2003,GBR,59649800.0,2050625372160.0,0.098,571.619,11.346,2.025,575.938,13.931,2.479,9.655,0.281,0.216,9.583,0.279,0.214,153.103,2.567,748.546,12.549,0.365,440.868,70192.852,69543.828,55072.941,207.859,4049.743,2941.058,10370.632,50.803,44740.039,1.301,5.563,0.093,208.462,3.495,11.559,11.775,4.319,0.072,98.44,1.65,33.11,0.555,194.397,3.259,0.071,4.226,2668.734,0.682,2.067,1.72,1.455,2.119,6.234,3.798,9.93,1.691,2.961,0.415,2.614,1.083,1.614,4.101,0.074,1.831,1.912,3.167,0.005,0.031,0.038,0.002,702.4,689.49,34377.74095068215,0
United Kingdom,2004,GBR,59995852.0,2099526631424.0,0.1,573.43,1.811,0.317,579.987,4.049,0.703,9.667,0.276,0.216,9.558,0.273,0.213,147.662,2.461,759.977,12.667,0.362,446.845,70766.273,70123.812,55220.602,213.478,4261.477,2947.615,10568.584,55.289,44847.297,1.282,5.619,0.094,211.734,3.529,11.403,11.618,6.557,0.109,93.27,1.555,34.01,0.567,197.952,3.299,0.075,4.486,2690.652,0.665,2.004,1.705,1.358,2.059,6.129,3.76,9.765,1.69,3.001,0.412,2.592,1.123,1.64,4.025,0.122,1.798,1.937,3.134,0.005,0.031,0.038,0.002,697.02,684.15,34994.52981222769,0
United Kingdom,2005,GBR,60383740.0,2161729470464.0,0.098,570.338,-3.091,-0.539,613.705,33.718,5.814,10.163,0.284,0.226,9.445,0.264,0.21,148.033,2.452,750.134,12.423,0.347,452.786,71336.617,70737.516,55368.633,219.469,4466.915,2990.982,10769.032,59.777,44924.059,1.255,5.991,0.099,205.438,3.402,11.228,11.44,43.367,0.718,89.38,1.48,32.84,0.544,200.448,3.32,0.074,4.488,2712.683,0.616,1.927,1.78,1.281,1.997,6.024,3.724,9.595,1.691,3.031,0.416,2.571,1.157,1.722,3.822,0.887,1.804,1.852,3.097,0.005,0.032,0.038,0.002,690.82,677.96,35799.860533050785,0
United Kingdom,2006,GBR,60803700.0,2212618829824.0,0.097,567.846,-2.493,-0.437,589.968,-23.737,-3.868,9.703,0.267,0.22,9.339,0.257,0.212,160.844,2.645,754.026,12.401,0.341,458.679,71904.461,71327.492,55529.48,224.741,4661.041,3013.105,10966.215,64.305,44048.914,1.21,5.272,0.087,194.126,3.193,11.089,11.3,22.123,0.364,84.85,1.395,31.78,0.523,197.183,3.243,0.074,4.528,2678.337,0.561,1.855,1.646,1.318,1.934,5.919,3.686,9.423,1.686,3.048,0.416,2.55,1.187,1.517,3.502,0.423,1.759,1.79,3.058,0.005,0.032,0.039,0.002,687.09,674.23,36389.54257428413,0
United Kingdom,2007,GBR,61260680.0,2267631583232.0,0.1,559.566,-8.279,-1.458,577.295,-12.674,-2.148,9.424,0.255,0.222,9.134,0.247,0.215,150.844,2.462,752.318,12.281,0.332,464.796,72464.023,71904.781,55680.324,230.158,4857.561,3030.833,11162.375,68.814,42510.004,1.148,5.417,0.088,196.52,3.208,10.755,10.964,17.728,0.289,80.57,1.315,31.83,0.52,196.16,3.202,0.074,4.509,2604.192,0.542,1.776,1.601,1.18,1.87,5.815,3.648,9.248,1.684,3.062,0.415,2.529,1.212,1.578,3.43,0.389,1.744,1.737,3.018,0.005,0.032,0.039,0.002,671.69,658.85,37016.10206142015,0
United Kingdom,2008,GBR,61742152.0,2252034801664.0,0.084,544.932,-14.634,-2.615,555.837,-21.458,-3.717,9.003,0.247,0.217,8.826,0.242,0.213,139.219,2.255,719.617,11.655,0.32,470.0,73008.953,72460.625,55819.543,234.908,5060.216,3041.738,11351.175,73.118,41443.582,1.136,4.75,0.077,202.655,3.282,10.337,10.545,10.905,0.177,75.04,1.215,31.64,0.512,188.8,3.058,0.07,4.304,2558.816,0.455,1.701,1.511,1.054,1.808,5.712,3.609,9.072,1.677,3.075,0.414,2.508,1.232,1.419,3.438,0.23,1.685,1.656,2.978,0.005,0.032,0.039,0.002,651.07,638.24,36474.834917707434,0
United Kingdom,2009,GBR,62243384.0,2151479246848.0,0.06,494.108,-50.825,-9.327,501.791,-54.046,-9.723,8.062,0.233,0.207,7.938,0.23,0.203,113.823,1.829,628.732,10.101,0.292,473.722,73503.062,72962.406,55933.363,239.789,5248.286,3049.422,11531.439,76.466,39034.461,1.129,4.881,0.078,188.07,3.022,9.349,9.556,7.684,0.123,69.48,1.116,29.33,0.471,180.264,2.896,0.054,3.348,2429.637,0.317,1.569,1.366,0.873,1.744,5.612,3.568,8.902,1.673,3.082,0.412,2.488,1.237,1.477,3.272,0.147,1.644,1.372,2.939,0.005,0.033,0.039,0.002,594.77,581.93,34565.58928171386,0
United Kingdom,2010,GBR,62760048.0,2190919860224.0,0.06,511.905,17.797,3.602,518.709,16.917,3.371,8.265,0.237,0.209,8.157,0.234,0.206,118.03,1.881,676.786,10.784,0.309,477.514,74014.977,73481.117,56051.391,244.527,5450.213,3056.226,11711.287,80.035,39533.43,1.132,4.738,0.075,201.927,3.217,9.474,9.678,6.804,0.108,64.55,1.029,29.85,0.476,179.848,2.866,0.057,3.569,2481.12,0.302,1.537,1.348,0.847,1.68,5.511,3.527,8.728,1.666,3.088,0.41,2.467,1.245,1.388,3.261,0.131,1.587,1.45,2.898,0.005,0.033,0.039,0.002,607.41,594.57,34909.467568029904,0
United Kingdom,2011,GBR,63286360.0,2223011266560.0,0.065,469.713,-42.191,-8.242,480.352,-38.357,-7.395,7.59,0.216,0.205,7.422,0.211,0.201,117.15,1.851,612.43,9.677,0.275,481.61,74484.688,73961.469,56168.543,248.98,5618.449,3066.864,11883.347,83.753,37002.133,1.053,4.453,0.07,168.236,2.658,8.708,8.937,10.638,0.168,60.59,0.957,28.9,0.457,172.06,2.719,0.059,3.719,2341.73,0.304,1.364,1.211,0.795,1.618,5.407,3.484,8.55,1.656,3.072,0.409,2.444,1.25,1.239,2.64,0.204,1.516,1.352,2.854,0.004,0.033,0.039,0.002,565.57,551.09,35126.230463562766,0
United Kingdom,2012,GBR,63808728.0,2255210414080.0,0.058,487.477,17.763,3.782,504.416,24.065,5.01,7.905,0.224,0.212,7.64,0.216,0.205,148.005,2.32,635.759,9.964,0.282,485.334,74972.156,74465.883,56316.551,252.626,5776.688,3083.804,12053.635,87.327,37287.375,1.055,3.646,0.057,158.24,2.48,8.948,9.175,16.94,0.265,58.3,0.914,28.5,0.447,170.288,2.669,0.056,3.573,2379.26,0.269,1.395,1.252,0.994,1.558,5.308,3.442,8.382,1.639,3.05,0.408,2.422,1.251,0.966,2.434,0.317,1.481,1.291,2.812,0.004,0.033,0.039,0.002,585.43,570.95,35343.29056175512,0
United Kingdom,2013,GBR,64302296.0,2296252465152.0,0.063,477.611,-9.866,-2.024,493.449,-10.968,-2.174,7.674,0.215,0.208,7.428,0.208,0.201,142.457,2.215,618.389,9.617,0.269,489.364,75449.773,74959.336,56459.004,256.842,5934.311,3099.641,12219.392,90.858,36961.617,1.035,4.216,0.066,157.622,2.451,8.605,8.83,15.837,0.246,54.46,0.847,28.5,0.443,165.756,2.578,0.055,3.531,2376.717,0.279,1.356,1.231,0.95,1.501,5.212,3.402,8.22,1.626,3.029,0.408,2.4,1.249,1.094,2.411,0.326,1.431,1.199,2.771,0.004,0.034,0.039,0.002,567.81,553.32,35710.27176311092,0
United Kingdom,2014,GBR,64773504.0,2369725399040.0,0.065,438.807,-38.804,-8.125,450.675,-42.774,-8.668,6.958,0.19,0.201,6.774,0.185,0.195,115.434,1.782,596.451,9.208,0.252,493.578,75888.578,75410.016,56574.438,261.278,6078.803,3111.509,12385.902,94.577,34675.379,0.948,4.436,0.068,144.492,2.231,7.931,8.155,11.868,0.183,52.0,0.803,29.3,0.452,166.511,2.571,0.057,3.72,2246.046,0.281,1.237,1.108,0.769,1.447,5.117,3.361,8.061,1.614,3.001,0.407,2.378,1.248,1.146,2.174,0.228,1.433,1.218,2.73,0.004,0.034,0.039,0.002,528.21,513.74,36584.795521329215,0
United Kingdom,2015,GBR,65224368.0,2426435796992.0,0.067,422.461,-16.346,-3.725,442.195,-8.479,-1.881,6.78,0.182,0.194,6.477,0.174,0.185,91.548,1.404,588.641,9.025,0.243,497.972,76311.039,75852.211,56665.988,265.919,6226.702,3131.243,12556.675,97.784,34977.094,0.94,4.641,0.071,147.899,2.268,7.643,7.865,19.735,0.303,51.49,0.789,29.19,0.448,170.773,2.618,0.049,3.206,2281.359,0.304,1.191,1.076,0.624,1.401,5.025,3.319,7.908,1.605,2.974,0.406,2.357,1.241,1.208,2.18,0.351,1.437,1.056,2.689,0.004,0.034,0.039,0.002,512.98,498.51,37201.36923353554,0
United Kingdom,2016,GBR,65655204.0,2478973124608.0,0.069,399.43,-23.031,-5.452,418.408,-23.787,-5.379,6.373,0.169,0.186,6.084,0.161,0.178,47.825,0.728,573.531,8.735,0.231,502.525,76710.469,76270.617,56713.812,270.477,6392.444,3150.222,12730.605,100.605,34171.621,0.905,4.559,0.069,165.742,2.524,7.314,7.509,18.978,0.289,53.07,0.808,28.93,0.441,173.93,2.649,0.043,2.821,2243.545,0.307,1.126,1.044,0.334,1.357,4.936,3.28,7.76,1.596,2.955,0.406,2.337,1.229,1.218,2.378,0.413,1.449,0.939,2.651,0.004,0.034,0.039,0.002,493.0,480.17,37757.450644856726,0
United Kingdom,2017,GBR,66064808.0,2539548573696.0,0.067,387.367,-12.063,-3.02,399.686,-18.722,-4.475,6.05,0.157,0.178,5.863,0.153,0.172,39.129,0.592,546.267,8.269,0.215,506.935,77097.836,76670.305,56752.941,274.779,6554.142,3162.541,12905.456,103.584,34043.488,0.886,4.301,0.065,161.697,2.448,7.019,7.214,12.319,0.186,52.8,0.799,29.19,0.442,174.851,2.647,0.045,2.979,2249.076,0.293,1.075,0.985,0.27,1.316,4.849,3.241,7.614,1.585,2.933,0.405,2.317,1.221,1.11,2.271,0.27,1.431,0.984,2.612,0.003,0.034,0.04,0.002,476.57,463.74,38440.26268412072,0
United Kingdom,2018,GBR,66432996.0,2582848208896.0,0.066,379.73,-7.637,-1.972,393.51,-6.176,-1.545,5.923,0.152,0.175,5.716,0.147,0.169,33.28,0.501,533.604,8.032,0.207,511.299,77477.57,77063.812,56786.223,279.255,6715.627,3176.321,13078.543,106.621,33820.566,0.87,4.476,0.067,161.485,2.431,6.857,7.05,13.781,0.207,52.23,0.786,28.96,0.436,173.087,2.605,0.046,3.037,2246.802,0.279,1.033,0.959,0.226,1.275,4.762,3.202,7.471,1.574,2.908,0.405,2.298,1.213,1.099,2.154,0.322,1.411,1.002,2.575,0.003,0.034,0.04,0.002,468.34,455.53,38878.99634838085,0
